,10_40039_S11_R1_001.expression,10_90002_mor_det_45776883_R1.expression,1_10115_88_S4_R1_001.expression,11_10102_mor_det_45794778_R1.expression,11_40044_S12_R1_001.expression,12_20042_eve_det_45788807_R1.expression,12_40035_S13_R1_001.expression,13_10119_94_S14_R1_001.expression,13_90006_eve_det_45796767_R1.expression,14_10104_eve_det_45791770_R1.expression,14_40003_S15_R1_001.expression,15_40047_S16_R1_001.expression,15_Control_blood_9_45784879_R1.expression,16_10103_I1_R1.expression,16_Control_blood_11_45796768_R1.expression,1_70008_mor_imp_45790779_R2.expression,17_10108_I2_R1.expression,17_Control_blood_12_45792774_R1.expression,18_10136_I3_R1.expression,18_Control_blood_13_45786842_R1.expression,19_10141_I4_R1.expression,19_Control_blood_14_45759905_R1.expression,20_10155_I5_R1.expression,20_Control_blood_15_45793787_R1.expression,2_10131_83_S5_R1_001.expression,21_10181_I6_R1.expression,21_Control_blood_16_45775870_R1.expression,22_10100_D1_R1.expression,22_Control_blood_17_45792776_R1.expression,23_10116_D2_R1.expression,23_Control_blood_18_45794783_R1.expression,2_40058_mor_imp_45775868_R1.expression,24_10145_D3_R1.expression,24_Control_blood_19_45793789_R1.expression,25_10146_D4_R1.expression,26_10156_D5_R1.expression,27_30057_D6_R1.expression,3_10166_mor_imp_45795773_R1.expression,3_10189_45_S6_R1_001.expression,4_10177_eve_imp_45795771_R1.expression,4_90003_S7_R1_001.expression,5_10171_eve_imp_45788808_R1.expression,5_40026_S8_R1_001.expression,6_30065_S9_R1_001.expression,6_40049_eve_imp_45790782_R1.expression,7_30040_mor_det_45785850_R1.expression,8_60004_mor_det_45796771_R1.expression,9_30053_mor_det_45787820_R1.expression,9_30074_50_S10_R1_001.expression
hsa-miR-2681-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4454,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-6861-5p,2,2,1,3,1,2,4,6,0,1,1,2,2,2,2,0,2,0,0,2,0,1,0,0,2,0,3,0,2,0,0,2,0,1,0,0,0,1,0,3,0,2,1,4,2,0,2,1,2
hsa-miR-6861-3p,1,1,0,0,0,3,0,1,4,1,1,3,3,0,2,0,0,0,2,1,1,3,1,3,1,3,0,0,5,0,1,1,2,2,1,0,0,2,1,4,2,5,0,0,2,2,2,3,1
hsa-miR-410-3p,0,0,0,1,0,0,0,1,0,1,0,0,1,1,2,0,1,0,4,4,4,0,6,5,0,6,5,1,3,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-410-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3681-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3681-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4687-5p,5,8,9,6,3,7,5,2,10,6,6,4,9,3,2,0,1,5,3,10,1,4,4,10,7,2,6,2,5,2,9,9,0,1,1,3,3,9,6,13,6,14,11,8,6,9,11,15,0
hsa-miR-4687-3p,0,0,0,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,1,1,0,0,0,2,0,0,4,0,0,0,0,2,0,1,1,1,0,0,0,1,1,2,0,0,2,1,2,3,1
hsa-miR-1291,2,1,0,3,1,2,2,0,2,1,1,4,4,0,4,0,1,1,1,5,0,1,1,6,1,1,9,2,3,1,8,0,0,3,1,1,1,0,1,0,3,0,2,1,5,3,0,1,2
hsa-miR-602,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-451b,3,0,0,1,0,0,0,0,1,0,0,0,4,0,2,2,0,4,0,5,0,0,1,4,0,0,3,0,2,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
hsa-miR-484,5918,5919,6587,12948,1664,10097,8462,4036,8669,8973,4736,4705,16078,5138,9861,0,10761,13614,6059,12939,4740,18154,7565,21184,5095,5657,17929,3277,19278,5631,12985,6542,5088,8901,4755,5899,4393,10391,6788,14511,6612,15185,4958,6910,8589,10504,7501,8780,6427
hsa-miR-1538,86,56,76,45,23,83,93,83,96,64,67,86,113,17,71,0,26,51,16,59,10,96,18,107,92,12,97,9,89,20,54,57,17,51,11,10,8,94,65,137,110,119,77,142,61,71,108,80,70
hsa-miR-3683,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,3,0,0,0,1,0,1,0,0,0,0,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-6720-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6720-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-320a,73817,63083,63793,108322,40016,101060,81693,59173,86213,70681,64322,50330,111437,35110,104031,0,40760,87136,21618,86214,19127,99386,21195,73844,71689,22151,117771,16968,133454,24536,113157,66796,24228,94724,28406,35937,30477,120468,98587,106534,68114,169554,76794,104134,81036,109104,105287,102805,91491
hsa-miR-4476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6506-5p,1,1,0,3,2,0,0,1,3,1,0,0,3,0,1,0,0,0,0,1,0,6,0,2,0,0,5,0,5,0,6,2,0,4,1,1,0,4,1,0,2,2,0,1,1,0,1,0,0
hsa-miR-6506-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3611,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3688-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3688-3p,11,12,18,16,1,9,22,27,9,18,17,8,56,7,35,0,9,36,4,65,5,39,9,89,17,4,44,4,74,3,55,8,8,48,2,2,1,10,13,21,14,18,15,14,10,10,9,11,10
hsa-miR-1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-100-5p,1810,292,22,390,9,929,67,1472,12,18,552,44,183,1117,57,0,616,24,73,56,196,1527,230,1897,24,66,12311,696,4005,30,4772,836,45,1716,365,37,506,9,1442,63,2068,3267,718,10,50,1309,702,2929,35
hsa-miR-100-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-8080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-432-5p,70,68,94,85,8,23,64,54,27,111,19,23,48,23,24,0,38,44,16,135,31,59,49,58,90,27,142,31,173,32,49,37,8,61,12,9,33,36,88,42,10,52,52,117,60,48,2,193,37
hsa-miR-432-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4672,7,2,2,7,2,5,5,5,3,5,0,2,22,2,14,0,4,6,0,12,3,15,1,6,7,0,14,3,14,1,18,10,4,6,2,1,2,11,5,7,3,8,7,2,2,5,8,2,3
hsa-miR-3155a,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
hsa-miR-4799-5p,1,0,0,2,0,1,0,4,1,1,1,0,0,0,1,0,0,1,0,2,2,0,0,3,3,1,1,0,6,1,2,0,0,2,0,1,1,2,1,0,1,0,0,1,3,0,1,0,3
hsa-miR-4799-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-7843-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-7843-3p,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3145-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3145-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6749-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6749-3p,78,38,70,48,24,44,91,42,57,48,40,30,35,22,34,0,21,27,16,31,13,25,16,46,54,16,36,9,66,10,44,41,13,24,12,21,11,66,56,95,26,99,60,62,37,81,39,50,69
hsa-miR-4314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-770-5p,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1298-5p,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,0,3,0,0,3,1,3,1,1,0,0,3,1,2,2,1,0,0,0,0,0,0,0,1,0,1,1,1
hsa-miR-1298-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-2355-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-2355-3p,2,2,1,3,0,1,0,2,1,0,0,3,3,2,8,0,1,12,2,10,1,7,1,5,1,0,13,1,9,1,3,1,0,3,1,0,0,1,2,2,0,1,0,2,3,0,1,4,0
hsa-miR-5008-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5008-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6505-5p,1,1,2,2,0,0,0,3,2,1,2,0,7,0,8,0,0,4,0,2,1,4,1,14,4,0,15,0,4,0,3,3,0,6,0,2,1,1,2,7,2,1,3,1,3,3,0,2,0
hsa-miR-6505-3p,5,2,7,2,4,3,9,4,3,2,1,2,7,0,7,0,1,5,0,4,0,3,1,4,0,3,8,0,0,0,3,1,0,4,1,1,3,1,2,2,5,4,0,4,4,4,2,5,2
hsa-miR-3924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-494-3p,0,0,0,0,0,1,0,0,2,1,0,0,1,0,1,0,0,1,0,13,0,0,1,3,2,0,14,0,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0
hsa-miR-494-5p,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-6779-5p,0,0,1,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,3,2,0,3,3,1
hsa-miR-6779-3p,0,0,0,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
hsa-miR-6715b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6715b-3p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-218-5p,0,0,1,0,1,2,3,1,1,0,2,0,3,11,2,0,5,7,99,1,75,4,91,3,1,115,9,25,5,7,1,3,26,1,31,4,11,0,4,3,2,1,0,1,1,1,50,2,0
hsa-miR-218-2-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4717-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4717-3p,4,5,5,2,2,0,12,3,1,2,5,1,2,2,1,0,0,5,0,2,1,6,1,10,4,1,3,0,8,1,7,1,0,9,1,1,3,7,1,1,1,5,3,5,0,6,4,2,2
hsa-miR-876-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-876-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6746-5p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
hsa-miR-6746-3p,3,0,2,3,0,2,2,3,4,1,4,0,1,0,2,0,1,6,0,2,0,0,0,4,1,1,1,1,4,1,1,2,1,1,0,1,0,5,2,10,5,4,3,12,1,2,4,0,3
hsa-miR-6837-5p,0,1,3,6,1,3,1,4,3,5,1,1,3,3,4,0,0,9,0,6,3,8,3,5,1,1,6,1,13,0,6,4,1,6,3,1,2,4,2,3,1,9,7,0,3,2,4,4,3
hsa-miR-6837-3p,4,2,5,5,1,1,12,9,2,5,2,6,6,2,6,0,0,4,0,6,1,4,2,10,4,2,9,0,7,1,7,1,2,2,0,1,1,2,4,5,8,9,5,6,3,5,3,3,2
hsa-miR-33a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-33a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-514b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-514b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-31-5p,1,2,2,1,0,0,0,0,2,2,5,0,4,1,7,0,1,8,1,0,1,7,6,10,0,6,14,2,4,2,5,2,2,17,3,3,3,1,0,2,0,3,2,2,1,3,2,2,1
hsa-miR-31-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-202-5p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-202-3p,2,3,4,4,5,9,5,5,9,1,2,0,2,1,2,0,0,3,1,2,2,1,2,3,1,1,5,0,15,1,3,0,1,2,3,0,2,2,2,8,1,2,5,2,3,7,2,3,2
hsa-miR-6730-5p,2,1,2,6,3,3,4,3,3,1,0,1,2,2,1,0,2,2,2,5,2,1,0,2,6,1,2,1,4,2,4,2,0,1,1,3,2,4,2,6,4,0,4,6,4,3,4,4,4
hsa-miR-6730-3p,0,5,1,5,1,6,2,1,1,5,2,2,5,0,3,0,1,3,2,5,1,3,2,3,1,2,4,2,5,0,4,5,1,2,0,1,2,4,3,9,0,7,3,2,5,9,1,2,2
hsa-miR-4726-5p,1,0,0,1,0,1,1,0,1,0,1,0,2,0,1,0,1,1,0,1,0,1,0,4,1,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
hsa-miR-4726-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6814-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6814-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4635,2,1,6,4,1,2,5,10,6,3,3,3,12,2,12,0,0,6,0,6,1,20,0,8,9,1,24,0,13,1,15,1,0,7,0,0,0,3,5,4,5,6,4,1,9,3,7,0,2
hsa-miR-1296-5p,8,9,6,10,1,11,6,1,4,4,5,7,2,8,4,0,9,5,13,15,9,8,9,5,2,8,8,5,7,6,8,10,17,3,6,11,7,11,9,12,7,13,9,8,5,7,8,19,3
hsa-miR-1296-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4744,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548p,17,4,16,23,5,12,28,23,11,12,24,4,59,6,45,0,10,42,6,64,5,63,6,84,13,4,80,3,74,1,64,7,3,42,4,6,3,7,23,25,7,24,17,14,17,13,13,17,6
hsa-miR-522-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
hsa-miR-7114-5p,2,0,0,3,0,0,2,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,0,2,0,2,0,1,1,2,1
hsa-miR-7114-3p,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
hsa-miR-377-5p,0,1,1,2,0,0,2,3,0,3,0,0,3,2,2,0,1,1,0,4,2,3,5,1,2,1,3,1,8,0,5,1,0,3,0,0,1,3,0,3,1,0,0,2,4,1,0,7,0
hsa-miR-377-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4755-5p,76,25,74,82,8,41,65,73,45,73,60,49,139,23,152,0,19,127,12,119,14,129,16,180,73,15,154,5,233,18,149,69,22,143,20,10,19,80,47,96,70,72,55,65,60,65,70,51,77
hsa-miR-4755-3p,15,10,6,17,3,15,19,19,11,11,15,11,13,2,15,33,1,11,3,4,4,18,4,11,15,2,15,2,27,4,26,7,6,12,1,2,2,10,14,12,13,10,8,17,6,10,9,12,10
hsa-miR-3618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-513c-5p,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-513c-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
hsa-miR-503-5p,162,166,224,294,159,330,503,151,228,221,306,184,399,127,681,0,192,410,78,409,77,656,109,455,455,73,921,39,888,49,622,285,70,498,126,97,54,137,209,237,613,569,333,257,323,370,247,190,273
hsa-miR-503-3p,0,0,1,1,0,3,2,0,1,3,0,0,3,0,1,0,0,3,0,1,0,2,0,4,0,0,1,0,2,0,1,0,0,0,0,1,0,0,2,1,1,2,1,1,1,3,0,0,2
hsa-miR-593-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-593-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4778-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4778-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4461,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
